concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
adobe:structure:product_link:linked_product_sku,"structure:product link:linked product sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,ProductAssociation,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:product_link:linked_product_type,"structure:product link:linked product type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,ProductAssociation,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:product_link:position,"structure:product link:position","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,ProductAssociation,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:product_link:sku,"structure:product link:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,ProductAssociation,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:special_price:price,"structure:special price:price","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,pricing_value_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:special_price:price_from,"structure:special price:price from","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:special_price:price_to,"structure:special price:price to","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:special_price:sku,"structure:special price:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:special_price:store_id,"structure:special price:store id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:swatch_data:type,"structure:swatch data:type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,FieldDictionary,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:swatch_data:value,"structure:swatch data:value","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,FieldDictionary,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:tier_price:customer_group,"structure:tier price:customer group","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:tier_price:price,"structure:tier price:price","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,pricing_value_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:tier_price:price_type,"structure:tier price:price type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:tier_price:quantity,"structure:tier price:quantity","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:tier_price:sku,"structure:tier price:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:tier_price:website_id,"structure:tier price:website id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:taxonomy_and_product_relations:crosssell_position,"taxonomy and product relations:crosssell position","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductAssociation,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:taxonomy_and_product_relations:crosssell_skus,"taxonomy and product relations:crosssell skus","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductAssociation,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
