object_family,subfield,entry_kind,semantic_note,source_surface,write_semantics,review_status
delivery_flat_rate_update_input,price,structured_capability,DeliveryFlatRateUpdateInput.price (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_update_input,transitTimeMaxSeconds,domain_value,DeliveryFlatRateUpdateInput.transitTimeMaxSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_update_input,transitTimeMinSeconds,domain_value,DeliveryFlatRateUpdateInput.transitTimeMinSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_update_input,id,connector_context,DeliveryValueBasedRateUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_update_input,maxValue,structured_capability,DeliveryValueBasedRateUpdateInput.maxValue (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_update_input,minValue,structured_capability,DeliveryValueBasedRateUpdateInput.minValue (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_update_input,price,structured_capability,DeliveryValueBasedRateUpdateInput.price (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_update_input,transitTimeMaxSeconds,domain_value,DeliveryValueBasedRateUpdateInput.transitTimeMaxSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_update_input,transitTimeMinSeconds,domain_value,DeliveryValueBasedRateUpdateInput.transitTimeMinSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_update_input,id,connector_context,DeliveryWeightBasedRateUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_update_input,maxWeight,structured_capability,DeliveryWeightBasedRateUpdateInput.maxWeight (WeightInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_update_input,minWeight,structured_capability,DeliveryWeightBasedRateUpdateInput.minWeight (WeightInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_update_input,price,structured_capability,DeliveryWeightBasedRateUpdateInput.price (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_update_input,transitTimeMaxSeconds,domain_value,DeliveryWeightBasedRateUpdateInput.transitTimeMaxSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_update_input,transitTimeMinSeconds,domain_value,DeliveryWeightBasedRateUpdateInput.transitTimeMinSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
weight_input,unit,connector_context,WeightInput.unit (WeightUnit!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
weight_input,value,connector_context,WeightInput.value (Float!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
product_input,category,semantic_field,ProductInput.category (ID); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,claimOwnership,structured_capability,ProductInput.claimOwnership (ProductClaimOwnershipInput); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,collectionsToJoin,structured_capability,ProductInput.collectionsToJoin ([ID!]); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,collectionsToLeave,structured_capability,ProductInput.collectionsToLeave ([ID!]); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,combinedListingRole,semantic_field,ProductInput.combinedListingRole (CombinedListingsRole); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,descriptionHtml,semantic_field,ProductInput.descriptionHtml (String); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,giftCard,semantic_field,ProductInput.giftCard (Boolean); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,giftCardTemplateSuffix,semantic_field,ProductInput.giftCardTemplateSuffix (String); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,handle,semantic_field,ProductInput.handle (String); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,id,connector_context,ProductInput.id (ID); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,metafields,structured_capability,ProductInput.metafields ([MetafieldInput!]); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,productOptions,structured_capability,ProductInput.productOptions ([OptionCreateInput!]); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,productType,semantic_field,ProductInput.productType (String); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,redirectNewHandle,semantic_field,ProductInput.redirectNewHandle (Boolean); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,requiresSellingPlan,semantic_field,ProductInput.requiresSellingPlan (Boolean); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,seo,structured_capability,ProductInput.seo (SEOInput); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,status,semantic_field,ProductInput.status (ProductStatus); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,tags,structured_capability,ProductInput.tags ([String!]); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,templateSuffix,semantic_field,ProductInput.templateSuffix (String); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
product_input,title,semantic_field,ProductInput.title (String); Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,admin_graphql_product_inputs,Deprecated legacy Product input retained for compatibility evidence; prefer ProductCreateInput/ProductUpdateInput,LEAD_COMPLETENESS_PASS
